93151,6291,3
36431,601,5
77380,2212,5
88703,1763,4
24105,6444,1
69606,4917,3
106224,5675,4
65066,4802,5
6169,2581,5
4850,1033,1
81890,470,1
21002,383,2
116571,627,1
47689,6470,4
12129,3451,5
47024,6380,3
89542,2099,3
48859,5477,5
48270,1508,1
49069,4917,4
57428,1082,4
8787,792,1
29174,1014,5
43386,1625,5
38564,1230,4
92323,4652,5
54917,2723,4
11278,334,1
81173,217,2
2684,6776,5
53965,2408,5
13914,4695,5
83747,555,1
112542,406,5
23524,2772,5
13628,1304,4
110616,714,5
108429,765,5
116806,5903,5
94377,3580,4
89762,554,2
95118,1005,5
53071,5426,5
39876,450,5
30079,5371,5
114479,666,5
28805,450,4
93133,2032,4
4557,4082,5
111260,551,5
77463,3047,1
84056,292,3
101496,551,5
119252,792,1
90482,1792,4
83871,3342,1
1377,6019,5
2290,1358,5
82915,3451,5
116117,5697,5
102568,4922,4
46698,4156,5
102234,429,2
16552,923,5
113022,1230,4
11258,2205,5
87231,5697,5
56953,2968,5
121022,1014,1
38019,290,5
104570,1348,1
46672,2001,3
38737,627,2
56275,1492,5
15543,554,5
66113,5991,5
99071,4522,5
69862,4917,4
57483,2778,1
26935,414,5
27165,6450,3
79129,3042,2
88587,1490,5
93012,1135,5
4912,1970,4
71190,1311,5
40816,2206,4
79427,3434,2
121193,2205,5
25432,793,5
2976,2925,1
102797,315,5
49867,508,1
40302,2305,5
23373,313,4
32621,1747,5
81233,1509,5
16239,104,3
15590,527,5
103867,2968,4
79616,2479,2
3915,1559,5
51047,4948,1
32443,4990,1
69664,2246,5
116092,456,1
49222,369,1
4865,433,4
102798,793,4
67207,631,2
37718,583,5
40891,2275,5
69123,1679,5
44736,1135,2
38056,1133,2
44737,5672,5
38921,2563,5
88045,3493,5
52500,1434,1
14084,666,5
96082,793,4
27826,2497,2
34349,431,4
25805,1082,5
3631,2869,5
3120,4058,5
86086,2581,5
117249,6301,5
102554,490,5
51307,189,5
56284,1906,5
42399,3845,5
69786,1135,5
69507,939,5
36473,1014,1
5745,92,5
120972,5191,1
11373,2197,5
19869,1520,2
26770,6781,1
100765,1785,3
110147,4948,4
18370,5261,5
59240,923,4
79275,1034,2
110555,5914,2
33881,3456,5
73724,5891,5
52099,5545,5
109154,1470,5
63146,2852,1
38407,4347,5
87464,2222,3
119034,4723,5
70187,1135,5
12042,1033,5
25876,4783,2
40761,1521,3
97154,5344,5
4349,181,5
94905,414,4
63441,5397,5
101199,20,5
35382,3311,5
13318,5589,3
43343,3438,5
94971,717,2
121952,2581,5
99782,369,5
10628,794,2
105756,2604,5
88073,4420,4
85123,2581,4
46896,604,4
40930,337,3
96109,6483,5
86392,1133,1
25676,624,5
114983,2594,4
6655,3386,1
15307,475,5
50455,475,5
60117,527,5
72403,242,5
4659,324,5
1323,1014,5
83088,2355,4
96837,1763,5
87467,6388,5
112380,1379,5
118065,6633,5
41329,431,5
18770,2119,2
49303,409,1
109823,6423,4
100206,609,1
34279,2202,5
68110,1369,4
30958,4534,3
106519,986,4
61621,1585,5
123510,1135,5
81913,1148,5
105515,5579,4
87076,313,1
98498,533,5
19334,3136,2
119284,3451,5
18269,5262,1
101998,2202,4
110473,3451,5
41172,386,1
26571,5549,4
12754,1703,1
117081,318,1
32964,6677,5
42776,6266,5
84647,2938,5
62648,150,2
72468,96,5
46520,723,5
42656,206,5
52581,731,5
18316,708,5
57497,3395,5
52028,784,1
46433,1679,5
79809,406,5
23707,2429,4
78829,5861,4
7263,20,5
109085,89,5
32982,714,5
37325,720,4
49834,784,2
50361,1949,5
116460,1583,5
85913,457,2
46240,1943,5
86709,1014,5
14575,5170,5
19617,5848,4
122545,14,5
120754,2001,4
76064,1283,1
3844,6097,2
103116,6483,5
78006,5243,5
9038,5451,5
98716,1135,5
111125,6827,4
48705,3125,4
42021,2074,1
9574,217,5
53413,1434,1
104370,5348,4
105573,2719,5
18050,3078,2
43471,5003,4
21415,6776,5
34308,2733,1
12869,3205,2
118144,765,5
29076,1369,5
22756,1401,5
8059,1181,3
56124,797,5
2757,3788,3
9816,5265,4
31986,1700,4
93920,4507,5
35582,4917,5
24013,2818,2
40351,475,2
81594,5906,5
40567,6894,3
52271,6568,5
20045,4472,5
111537,88,5
10238,5115,5
81069,476,4
34598,5331,1
8512,3321,5
99660,3789,5
60123,168,1
22893,4153,5
12209,1379,1
63095,1523,5
8535,20,4
90101,5548,5
47414,4130,2
5937,865,1
33892,1132,5
41981,3075,4
117975,1082,5
114,5545,5
22019,5246,4
39622,986,4
15323,3791,5
77467,4917,5
41030,4948,2
14605,1014,2
102373,2486,5
86472,4130,2
45272,5601,4
13525,476,5
8905,457,5
110421,1685,5
12593,714,5
48036,642,5
110453,3616,5
2551,2772,4
62839,143,1
23803,3101,3
113592,2410,4
56159,3180,4
5699,1319,5
65107,2581,5
59263,773,4
10862,508,4
79687,1230,3
96653,3136,5
106804,6616,5
13441,6040,2
50937,1014,5
16432,1133,5
113645,1133,5
55804,50,1
43286,554,4
114636,4389,5
21606,239,5
121194,2581,5
67049,614,3
37407,1433,4
14773,508,5
57538,1613,5
498,3376,5
35307,1465,5
50277,25,3
42697,3882,2
7661,1433,5
122707,2327,4
98749,3247,1
115635,2581,5
98364,2581,5
45612,5443,1
8213,759,5
96625,484,2
28649,5327,2
78863,120,4
17391,4917,5
92843,6067,1
88848,136,5
4411,94,4
8750,375,5
33796,158,5
34181,1433,4
13706,5985,5
108284,20,5
117650,1625,4
86010,6093,3
87299,5170,5
30392,3915,1
82214,4947,5
49296,1094,5
94100,201,5
28745,1005,5
39523,1135,3
79676,4949,1
56291,3456,5
93323,1357,2
93329,5784,5
70457,2981,5
29266,2491,3
11549,783,1
106468,5717,4
15865,675,5
104261,194,5
20149,1535,5
16477,6694,4
2528,528,4
60808,793,4
43777,1433,5
112789,1562,5
86358,475,3
93058,4471,4
70663,476,4
44388,5331,4
63167,3632,4
5024,206,5
20854,1294,5
57878,1014,5
18735,545,2
97728,512,5
31502,1014,5
5484,2559,5
99693,68,4
82031,1053,4
101160,2703,5
51754,2526,4
113056,1490,4
88653,6616,3
56632,2041,3
31844,5567,5
53431,318,4
70582,3446,5
107059,6423,5
65105,4019,1
20432,2305,4
67859,2578,5
13768,775,5
45216,620,5
49964,1369,5
73729,131,5
17611,6382,3
122327,324,1
38811,2060,5
84714,2581,3
10513,431,2
46278,1133,5
37163,385,5
57764,1460,5
96107,609,5
48429,3395,2
34178,1160,3
18361,1014,5
60278,6894,3
104375,2720,3
50838,2269,5
72947,685,5
23934,2549,1
104838,5451,4
10846,5581,5
114337,3322,5
74052,533,5
43820,4883,4
76224,2092,1
36110,6115,5
8857,1585,5
53681,528,1
90111,1304,5
46562,4471,5
111833,383,5
69990,2827,1
15267,1742,4
17342,703,4
110268,3942,5
32797,286,5
50338,2819,5
121591,1843,5
103512,765,5
88162,5117,5
78265,2724,5
19081,1862,5
55402,1988,5
71978,4103,5
19691,476,5
47912,431,1
36722,200,1
105284,3507,5
16719,3107,3
111265,5320,5
61333,2793,5
119729,6565,4
104572,6833,5
9895,1082,4
9471,159,2
91602,3826,3
31352,2429,4
62408,6,5
83586,290,5
93987,200,4
48282,5690,5
89268,1320,5
43825,6116,4
120733,6021,5
64236,1133,3
87004,2556,3
54077,714,4
63410,475,5
104974,1005,5
93632,2929,1
120569,4387,5
89574,2581,5
12374,2063,5
5309,1167,1
39179,6470,5
96466,167,2
68144,1014,3
7102,6827,5
20373,475,5
70322,1014,4
69660,701,1
114884,2580,2
22911,5174,5
100150,3156,5
43697,2581,5
21377,2001,3
71237,6792,5
56640,1075,1
65670,6483,4
59239,136,1
22771,2701,5
33348,4969,3
970,6908,5
39232,1304,1
59528,6145,5
71993,3503,5
121054,4951,5
100518,1874,2
95405,6542,5
106987,1862,5
111917,2827,3
48962,308,5
44408,784,5
55334,3915,1
63387,3560,3
115608,5968,4
78214,470,1
62453,5477,4
75286,2872,5
94522,2938,5
100902,2872,5
28073,2040,5
45492,133,5
15000,793,5
41923,3101,5
63270,4084,2
41477,1862,4
58232,1082,5
104977,6097,5
5561,6401,1
62433,42,5
57222,6641,5
79512,4564,5
27158,3580,5
62622,5398,5
100934,1167,1
14412,1133,5
113468,5784,5
988,3434,5
72299,714,1
101950,1862,5
8959,1584,5
71625,726,1
90331,1694,4
55662,3434,4
101938,1993,5
71410,2431,5
34985,4925,5
20425,6312,3
111543,6908,4
59853,299,5
25799,5713,5
63520,2735,1
53123,1628,4
109443,682,5
100771,343,5
48297,104,5
13289,913,5
27072,3204,5
118072,206,5
70309,2879,4
50030,1003,4
55236,4663,5
117918,2072,5
89893,1137,5
79134,2581,3
90351,3912,5
117766,2132,4
27428,5928,2
71039,470,5
84205,896,4
120965,706,5
7534,1791,4
36534,2144,4
122072,2581,5
11807,2822,3
63990,6483,5
12102,1931,2
106681,6395,5
91356,528,5
81193,470,3
9505,1135,2
67968,273,5
85095,217,5
33336,6483,5
23178,509,5
96564,6568,5
8765,1320,5
47103,168,5
727,1304,5
38206,3419,5
121774,1135,5
41649,3046,4
102860,1946,5
5104,3613,5
15473,1691,5
4514,2774,5
86729,2358,5
33109,438,1
60133,5578,5
90369,1792,5
20277,6097,5
22817,5699,5
