49391,10603,1
21625,28278,5
7009,28364,5
42593,7714,1
133122,38047,5
16902,1951,3
59361,28321,5
17611,36061,5
40004,5733,5
93605,38835,1
54845,40177,5
95664,47535,2
63134,33792,5
83671,34423,5
55100,38212,5
27059,9837,2
17174,20774,5
99295,26469,5
122860,25712,5
108004,33519,1
44040,42470,2
122084,37298,4
7357,4236,5
8472,6493,5
13505,7577,5
98247,21519,4
48648,16782,5
76634,14643,5
118903,31228,5
102867,11827,5
120658,45862,2
83749,6242,5
92431,28599,4
76592,8428,4
33370,6959,5
84925,35646,5
113565,2005,4
96659,6170,5
47391,16728,5
93537,5058,5
110636,13703,5
99302,26472,3
127497,29388,5
129994,6308,4
54291,1675,5
113581,6564,5
2242,5030,4
25358,10363,5
120750,23970,1
50298,13174,5
33400,23198,5
25919,30159,5
97062,30600,4
96702,22952,5
53624,410,4
79605,5707,4
28658,27797,5
29132,14568,5
2519,693,1
122913,1954,5
118018,38192,5
114683,43678,5
117936,29304,4
23950,43380,5
80699,3113,4
12007,37835,1
100091,46153,4
91658,348,4
69986,23118,5
51401,39901,4
96815,1070,5
57500,29349,3
8226,18851,4
3794,28621,5
22122,13410,5
120557,39901,5
55258,44820,5
13606,5506,4
98160,12216,5
127422,47196,5
88123,23444,5
115132,26277,5
104905,40460,5
120311,27972,5
125963,33376,4
13585,40179,5
113714,11634,4
44637,27076,4
87542,12078,2
53853,6493,5
86429,31316,4
110615,34857,3
17457,16889,5
47750,7942,5
84555,44638,5
12133,22835,5
67057,16096,5
98985,10587,4
93807,38464,3
6412,6795,5
69310,43829,4
114777,6493,5
60627,42546,5
117841,7145,1
64388,26675,5
76119,41,5
95377,44218,2
24515,8150,3
64544,10937,3
43390,33698,1
96880,11449,4
62017,8215,3
14654,8276,1
26634,12148,4
115228,27398,4
84157,2696,2
121383,24098,2
108668,24382,2
118186,42209,4
116373,4784,5
35342,4002,1
119660,36917,4
76805,35441,5
85570,7494,5
14192,10890,5
115145,8610,5
101575,17754,5
87526,13319,4
60466,34444,5
116788,37032,5
100475,28400,4
80115,29059,5
61562,34583,5
62410,1029,5
105625,3756,4
104875,13878,4
41394,37198,1
59465,6861,1
77977,11429,5
32264,41878,5
119137,24012,1
4760,36973,5
62543,6817,4
16605,2893,4
32547,22,5
48859,251,4
89104,28999,3
87396,28669,1
92929,33556,4
112891,19777,5
83064,24935,4
98336,44106,4
46109,337,1
44465,9877,5
39173,6564,5
50008,8300,5
6205,5111,2
2446,40178,2
25419,28275,5
84755,11097,4
76790,621,5
4217,357,3
126039,7330,5
81805,5446,5
82376,37351,5
41600,26190,5
24356,7659,2
78239,3538,4
63804,1308,1
44360,33409,4
14971,42471,3
119383,28408,5
55679,14388,1
15568,17724,5
115394,29838,5
115918,4480,5
2711,12551,5
95848,11913,4
21647,2629,5
123832,2430,5
25661,7329,2
43405,7713,5
29381,35318,4
26778,22446,1
14475,25647,2
113954,28317,5
36833,6296,4
30658,26816,5
11470,2235,5
61671,6515,2
77898,36546,5
63934,40923,3
38857,23159,3
131862,30095,1
72282,30262,5
79202,2878,5
6691,28863,5
73061,10586,5
37406,7506,5
54354,1560,5
51950,573,5
72251,164,5
72155,34521,5
54994,13096,1
56730,44213,4
127325,8100,5
4103,1630,5
33175,12043,2
128554,22952,5
81425,17958,5
14291,1029,5
38741,34301,5
87472,17573,4
29506,30441,5
96620,33335,5
117110,4239,5
34804,23203,5
123282,7310,4
121117,28284,5
38295,46492,4
130441,27158,5
94581,80,5
129257,6328,5
88487,3530,5
58086,30148,5
67057,31300,5
79488,38441,4
114685,25309,5
120213,6310,5
118409,28119,1
122660,11851,5
121099,38615,4
8800,31237,1
55158,696,3
36151,35931,5
14004,31222,4
113006,15703,3
107487,47484,1
129617,4926,5
51777,38619,5
67667,35168,5
128,22405,5
58378,19086,5
68834,12548,5
39852,411,5
36882,37107,5
113253,28284,4
67470,26075,4
79896,4493,5
99834,27309,3
125183,30829,5
96174,28358,5
83850,4075,5
46493,30714,5
77162,45610,3
5606,26946,3
26843,1065,5
59368,3113,4
24518,573,4
38726,10620,5
106186,6682,3
129251,37099,5
133142,6847,5
112557,28390,5
84291,13511,5
34213,6848,5
49786,46681,5
110526,34282,4
24018,38555,1
128660,15966,4
77092,45942,5
54303,47048,5
28602,262,4
116098,4743,5
113238,1301,5
111870,19883,2
87981,4301,5
111252,26093,5
40207,22952,5
1349,6532,5
101283,20423,1
81359,8770,5
94577,29902,5
52033,162,5
88714,47480,5
90161,4870,5
79296,33754,5
39706,6973,5
128806,82,5
46287,6486,4
104566,18518,5
1823,6216,5
38696,1883,5
99620,26184,5
35723,22952,1
78565,10202,5
90712,38859,4
115146,18481,2
67652,28663,2
22304,2646,5
100049,23850,4
51786,10074,5
66571,6313,4
21569,7932,4
59150,19807,5
121740,34645,3
104513,28889,5
11944,901,5
23553,23964,4
121026,8507,1
74952,23748,2
98235,46173,5
127855,225,4
63934,41002,3
81371,28353,5
58638,9502,3
72520,40160,5
23601,14707,5
2507,6335,5
71582,36816,5
28820,25293,1
71895,725,5
41300,39387,4
113493,8041,1
18191,9546,5
52902,21336,4
127853,31300,5
5602,39341,5
4206,28355,5
42923,25215,5
35781,34947,1
51185,33838,5
132463,1385,4
28706,9533,1
36208,20705,5
46516,19797,5
102558,44044,5
74185,546,2
14128,26760,5
65627,11119,4
2853,2376,5
124771,36460,5
96990,8276,1
14992,7080,5
10199,36516,5
81412,27728,5
16478,46366,5
42454,45719,5
87394,13689,5
33365,11839,5
56905,10112,4
37706,787,5
51305,27878,5
78216,28172,5
111251,28355,5
15128,16953,4
84435,5567,5
24361,17376,4
89874,41989,5
1731,4399,1
6695,11438,5
33880,4691,5
116069,140,1
107516,22301,5
4700,13186,5
88267,4245,5
67164,11763,4
1914,15435,5
83166,43363,5
25264,39477,5
42946,44968,5
105531,12943,5
129940,18061,3
116427,14261,4
42277,9472,1
25531,40098,5
97114,11005,1
69579,8866,5
14500,37252,4
128319,46160,5
89814,45862,5
31440,11233,5
64333,9289,3
29197,10613,5
113757,3527,5
23038,12573,5
7426,13536,5
67986,31313,5
37727,3625,4
104853,23775,1
114714,14875,5
13521,5064,5
80202,37720,1
37282,42565,5
36258,35688,5
106250,67,3
116140,3728,5
73998,5064,5
102116,28771,5
19272,7649,2
124115,29336,5
65631,28408,5
129571,28582,4
46178,44208,5
62535,44620,5
80066,36656,5
78564,26962,5
121065,42790,1
23063,19609,1
80722,6193,5
76187,40279,4
41209,28400,3
88341,33128,5
109371,764,3
109436,3223,5
33904,18345,5
81107,22953,5
113197,45200,5
121916,1580,4
123749,7628,5
25536,8272,4
5859,19097,4
25464,25760,5
49980,20990,5
103209,9243,3
74344,46114,5
26924,7965,5
33245,29683,5
20596,22953,5
67737,6346,4
126009,10937,2
13837,4482,5
107601,17820,5
90004,10120,4
13321,38760,4
75821,29886,1
39858,13817,5
46918,4218,5
17887,3931,4
5657,34422,4
100603,8975,1
91415,40662,5
73850,18250,5
22018,28330,4
17053,4156,5
70627,12,3
86982,11026,5
44988,28277,5
91028,13877,5
81136,38659,5
72698,34189,4
23450,22375,5
5510,24948,5
15670,28360,3
33607,44003,5
71325,28275,4
61025,17715,5
9957,7593,1
104146,18951,4
128198,40172,5
124136,12565,5
54549,38456,4
63934,40602,3
119675,6493,5
9023,14017,5
63390,6931,5
11607,316,5
127313,34991,2
87389,21245,3
41897,40252,5
86189,17563,5
31566,2368,5
120775,5701,4
84635,9635,5
63311,22301,2
101085,39820,3
28800,26281,4
31991,16163,5
61857,46353,3
8310,11878,4
33903,42741,1
64008,33420,4
