122413,23992,5
42993,5790,5
118788,27015,5
54831,10384,5
66406,12464,5
28324,11634,5
98568,17155,3
37580,11723,5
129551,24103,5
157821,14389,5
9100,18119,3
118114,14546,5
112848,7395,5
97130,14679,2
17407,28095,1
4925,14431,1
87980,15717,4
15232,24882,5
4226,828,5
16401,27462,5
156962,8773,4
27496,18867,3
130581,12056,5
106321,12583,2
69393,10021,5
128829,4554,5
106144,16076,5
109611,24449,5
68563,16032,5
112347,14839,4
112069,21885,5
99642,9117,5
75337,11190,5
49230,21641,5
129309,25566,5
62264,2400,5
96420,11156,1
39803,7174,5
24209,891,5
113348,17879,5
45604,28667,5
146162,27871,5
113492,28778,4
124851,8790,1
107095,11573,5
147895,3046,5
45309,10657,4
68641,27845,4
55306,16189,4
137741,15548,5
99179,915,5
34775,4319,5
38732,2437,5
109183,19686,4
56884,11725,1
109127,15741,5
66849,13665,4
156713,27553,5
92522,9530,1
156804,24991,3
95745,11718,5
93265,12020,4
93378,2772,1
131927,14603,5
111875,5618,5
161308,18515,5
56533,19045,1
66722,26045,5
56080,16179,5
130567,9225,5
8357,4040,5
17065,27771,4
53812,13122,4
103829,12590,5
62901,10394,1
116404,2261,5
154520,27012,4
22274,23816,3
113321,22400,1
9079,11313,5
141051,22110,5
26554,10751,5
152367,25823,4
120522,20988,4
116272,1322,5
75385,14479,5
38898,6922,5
99076,997,5
3557,14694,1
112626,21502,4
78043,23653,4
20140,9941,5
166586,85,4
60610,9165,4
30879,1836,5
142806,15825,5
64277,21714,5
10355,11150,5
144505,11138,1
142412,18095,2
151648,28095,1
164695,1213,1
110114,20729,5
48553,24449,5
160810,12423,5
9725,19061,4
8076,23815,5
112729,9612,5
164189,21801,5
48086,11955,3
97462,13859,5
141949,5630,3
44087,4812,5
137482,728,5
54122,10641,3
120674,12484,5
121392,26636,1
87097,13360,4
104023,25251,5
14147,26903,5
28503,16855,5
93244,3608,5
121938,17091,5
155770,9338,3
30157,2615,5
120919,11170,4
677,28022,5
21282,753,5
10452,11434,5
4288,6984,2
80053,2000,5
50368,3372,5
82787,8265,5
58722,24702,5
106757,12139,5
90891,9219,4
158917,16855,4
54785,15582,5
44530,59,5
27463,28280,5
33059,4547,5
114173,20329,3
78494,10722,1
21410,14203,5
54202,5686,5
60411,19960,5
66433,2163,5
36596,19312,4
83974,6848,5
110221,4397,1
133685,14753,5
66631,13234,5
149740,12585,5
164319,27409,5
52687,6154,5
117831,16924,5
47820,27766,5
64133,19605,5
147098,10322,5
74796,9220,1
96312,11578,5
66009,2003,3
60830,11897,5
45797,915,5
13178,2001,5
29689,24853,5
56839,137,1
131781,2042,5
28006,11537,2
105345,25965,5
94350,28095,5
103585,4437,5
72462,6657,5
16525,740,3
5564,27475,5
41639,1206,5
132685,16039,5
52224,27185,5
40548,25063,5
76190,18043,5
124147,10765,3
57198,1914,5
98173,28103,1
5057,17341,4
82625,21092,5
119952,12855,5
133098,20394,5
93984,10794,5
57887,13039,5
141101,5630,5
65910,5765,2
76127,18835,5
62291,18705,4
139482,1980,4
156012,3266,2
62364,19582,5
16570,28022,5
156307,3235,4
111012,8099,5
61312,25224,2
64040,28,5
34047,16942,4
59841,10622,5
59785,5169,2
114217,23565,4
122141,28666,1
159461,3729,4
95259,23233,4
27660,26620,5
67278,23010,5
24012,4090,5
98920,15870,5
133034,180,5
28978,7285,5
163797,13159,5
160860,16763,4
51924,27007,5
109575,19442,5
160105,6847,1
113701,5634,5
29358,17350,5
154695,8366,5
21232,4725,2
86834,11156,5
107274,7527,4
41368,12583,5
88472,28235,5
113936,2743,5
111555,3775,5
152786,11111,5
159764,9437,5
147761,618,5
85289,15870,5
22712,10529,3
41952,14790,2
37756,18959,5
23597,16482,5
79853,24994,5
125104,25011,5
66840,10415,5
95158,527,5
139874,13683,1
92413,8461,5
11440,2000,4
41203,1160,5
133842,1622,5
56174,10183,4
137012,17449,3
106579,9917,5
48214,5645,4
78373,111,4
3866,2161,5
103697,2762,1
30042,12583,5
113443,835,1
34499,1740,1
36658,20418,5
92679,11165,5
164245,12570,4
53404,1979,5
59959,3852,5
13819,21766,5
148515,13810,5
87852,14781,5
89527,11073,5
62521,19582,5
84351,25457,5
85124,27309,5
3097,27386,5
139672,6848,5
12234,7710,1
34229,3408,1
39230,11025,5
128687,28361,5
160586,10873,5
17553,21629,5
85032,25628,2
60488,18997,5
121903,21369,4
137654,23673,5
122775,6664,5
160235,20484,1
50904,4659,4
52035,16198,5
136273,6287,5
56037,3749,5
131551,7937,5
117279,11027,3
35401,28343,4
84242,14711,5
97946,24771,5
138793,1375,5
143805,18776,5
31726,11537,5
81699,1587,2
163196,10988,1
13009,23493,5
141320,24273,4
60376,1586,4
62270,4931,5
28544,6902,5
78321,8280,2
85385,15744,5
94137,27722,5
141710,24155,4
43117,294,4
121493,2588,5
20813,4667,5
137320,15758,5
32393,15843,5
12478,23671,4
73157,11270,4
83559,17078,5
111206,28800,4
153048,21007,2
83993,8126,5
162484,25962,5
121851,9306,5
167120,21222,1
57540,6849,5
46685,26811,5
104627,11948,5
18186,27418,3
19164,21533,5
166748,728,5
165529,16482,5
148596,8694,5
14892,2005,4
73434,9219,5
167501,20074,3
71303,12585,4
160064,21613,1
65979,10836,5
144812,19154,5
151086,27871,2
111013,24927,5
73384,25833,5
80224,4534,5
59655,28348,5
13128,18912,5
161207,22743,4
109229,2290,5
65460,7370,5
55280,5449,5
133660,28022,5
152312,12535,5
121766,10555,5
122177,28214,3
72241,13178,4
166653,276,1
5844,2820,5
81436,10969,5
89554,13085,5
21308,26766,5
116189,11184,5
52965,14032,5
109937,25519,5
90160,17453,5
60006,11642,5
157232,15160,5
31916,3832,5
80381,28162,4
47812,24683,1
125039,4333,5
88871,3853,5
77595,20557,3
101948,689,4
45883,1254,5
111916,26313,5
589,10777,5
63827,3176,5
45198,27828,5
62989,26929,5
90071,5266,4
142827,7808,4
77586,21320,1
125785,10664,5
89075,7668,5
150601,11537,5
59822,14032,5
83442,5573,5
5710,25287,4
125288,1983,5
28581,23903,5
80773,8510,5
113177,642,3
143344,16655,5
99741,19624,5
29390,19396,5
142592,18793,5
144653,28273,5
161108,16008,3
55761,24429,1
92683,25595,5
88309,9429,1
163660,11579,4
23790,18506,3
64577,25174,4
59663,11109,5
60478,10185,5
159451,5627,1
115931,12320,4
151970,11131,5
113486,22161,1
91737,15891,5
90189,20905,5
48865,11813,5
122166,27847,5
11227,25227,5
81731,2001,5
21830,22468,5
20994,22734,3
108802,5577,1
26723,23993,5
4119,8863,5
69735,5790,4
103482,5027,4
93953,11537,4
111212,20988,5
104765,18435,5
61036,28095,5
137096,2088,4
72106,9581,1
152943,7174,4
117931,28412,5
24449,27614,5
60802,27707,4
40066,25663,5
102802,20705,5
120026,6961,4
68436,14505,5
6642,5328,1
70336,26505,5
41386,15911,3
141558,20720,5
17244,10849,5
156646,18223,1
87859,22412,5
9478,20838,4
97130,9961,5
97204,15215,3
82518,16563,5
40914,11290,5
14873,8105,3
4031,11177,5
1435,18156,5
22718,24446,5
104375,24524,4
153709,4611,5
79209,21447,5
42659,7893,5
59334,19261,5
80883,21753,1
163952,2009,5
59705,12353,5
13471,27913,5
64037,17463,5
54389,1068,5
10650,26766,5
40192,23805,2
107082,1999,4
75952,311,5
26385,12141,1
77816,10733,3
116470,14872,4
65314,3061,4
151727,22023,5
44943,9716,5
116795,14986,1
94614,5790,4
103702,19725,4
50148,23033,4
52567,537,1
4269,7836,4
117709,22499,1
97598,26765,4
17561,16266,5
52788,20574,5
4255,17091,5
39926,14183,5
127337,9170,5
113742,6769,5
105649,20038,1
141770,1301,4
86222,1586,5
